protein_id,name,ex_max,em_max,qy,stokes_shift,ext_coeff,brightness,chrom_found,chrom_position,chrom_phi_tyr,chrom_psi_tyr,chrom_chi1_tyr,chrom_ring_planarity,chrom_plddt_mean,chrom_plddt_min,env_n_neighbors,env_n_hydrophobic,env_n_polar,env_n_charged_pos,env_n_charged_neg,env_n_aromatic,env_ratio_hydrophobic,env_ratio_polar,env_net_charge,env_plddt_mean,glob_n_residues,glob_n_atoms,glob_radius_gyration,glob_extent_x,glob_extent_y,glob_extent_z,glob_plddt_mean,glob_plddt_std,glob_plddt_min,glob_frac_plddt_70,glob_frac_plddt_90,seq_freq_A,seq_freq_C,seq_freq_D,seq_freq_E,seq_freq_F,seq_freq_G,seq_freq_H,seq_freq_I,seq_freq_K,seq_freq_L,seq_freq_M,seq_freq_N,seq_freq_P,seq_freq_Q,seq_freq_R,seq_freq_S,seq_freq_T,seq_freq_V,seq_freq_W,seq_freq_Y,seq_frac_hydrophobic,seq_frac_polar,seq_frac_aromatic,seq_length,seq_gravy
mirfp709,miRFP709,683,709,0.054,26,78400.0,4.23,0,,,,,,,,,,,,,,,,,,315,2425,19.946842314963533,59.967999999999996,42.484,61.0,91.53704761904761,10.71350691095431,30.31,0.9587301587301588,0.7841269841269841,0.07936507936507936,0.02857142857142857,0.04126984126984127,0.06031746031746032,0.03492063492063492,0.08571428571428572,0.044444444444444446,0.05396825396825397,0.012698412698412698,0.12698412698412698,0.025396825396825397,0.015873015873015872,0.06349206349206349,0.031746031746031744,0.07936507936507936,0.06984126984126984,0.0380952380952381,0.07936507936507936,0.0031746031746031746,0.025396825396825397,0.4666666666666667,0.20952380952380953,0.10793650793650794,315,0.09365079365079364
mirfp713,miRFP713,690,713,0.07,23,99000.0,6.93,0,,,,,,,,,,,,,,,,,,316,2432,20.451043476754794,59.469,65.29599999999999,51.078,89.23256329113923,14.354548679656464,29.119999999999997,0.9177215189873418,0.740506329113924,0.11708860759493671,0.015822784810126583,0.056962025316455694,0.06329113924050633,0.03481012658227848,0.06962025316455696,0.03164556962025317,0.07911392405063292,0.012658227848101266,0.09177215189873418,0.02531645569620253,0.022151898734177215,0.06645569620253164,0.03164556962025317,0.08544303797468354,0.05063291139240506,0.05379746835443038,0.06645569620253164,0.006329113924050633,0.0189873417721519,0.4873417721518987,0.1930379746835443,0.09177215189873418,316,-0.0072784810126582215
mirfp720,miRFP720,702,720,0.061,18,98000.0,5.98,0,,,,,,,,,,,,,,,,,,316,2437,20.240157545316965,60.656,58.843,51.5,88.58500000000001,14.02864949471508,29.200000000000003,0.9082278481012658,0.6930379746835443,0.11708860759493671,0.015822784810126583,0.056962025316455694,0.06329113924050633,0.0379746835443038,0.06962025316455696,0.03164556962025317,0.08227848101265822,0.012658227848101266,0.09177215189873418,0.02531645569620253,0.022151898734177215,0.06645569620253164,0.03164556962025317,0.08544303797468354,0.05063291139240506,0.05063291139240506,0.06329113924050633,0.006329113924050633,0.0189873417721519,0.49050632911392406,0.189873417721519,0.0949367088607595,316,0.004746835443038014
mirfp,miRFP,674,703,0.097,29,92400.0,8.96,0,,,,,,,,,,,,,,,,,,313,2409,20.571849176909772,73.469,53.453,50.515,90.19955271565495,14.900545172754724,25.38,0.9137380191693291,0.792332268370607,0.07667731629392971,0.022364217252396165,0.051118210862619806,0.0670926517571885,0.02875399361022364,0.08626198083067092,0.038338658146964855,0.05750798722044728,0.009584664536741214,0.13099041533546327,0.025559105431309903,0.01597444089456869,0.07028753993610223,0.02875399361022364,0.07667731629392971,0.06389776357827476,0.04472843450479233,0.07348242811501597,0.003194888178913738,0.02875399361022364,0.46645367412140576,0.20447284345047922,0.09904153354632587,313,0.043130990415335406
mirisfp,mIrisFP,486,516,0.54,30,47000.0,25.38,1,62.0,27.78117205577828,15.564191112472352,-179.158348035226,0.00023333613319439253,79.64333333333333,67.12,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,93.645,226,1809,17.026838969597875,55.29600000000001,47.422,55.797,95.06641592920354,9.41512175627113,29.55,0.9646017699115044,0.9292035398230089,0.05309734513274336,0.01327433628318584,0.0752212389380531,0.061946902654867256,0.05752212389380531,0.09292035398230089,0.05309734513274336,0.05309734513274336,0.07964601769911504,0.061946902654867256,0.035398230088495575,0.048672566371681415,0.048672566371681415,0.017699115044247787,0.04424778761061947,0.03982300884955752,0.05309734513274336,0.05752212389380531,0.008849557522123894,0.04424778761061947,0.37610619469026546,0.2168141592920354,0.16371681415929204,226,-0.5685840707964607
mjuniper,mJuniper,434,475,0.43,41,32000.0,13.76,0,,,,,,,,,,,,,,,,,,238,1885,17.396105487209805,52.547,47.219,58.562,93.83201680672269,10.778900965150589,39.59,0.9537815126050421,0.8949579831932774,0.037815126050420166,0.008403361344537815,0.07563025210084033,0.06722689075630252,0.05042016806722689,0.09663865546218488,0.037815126050420166,0.046218487394957986,0.09243697478991597,0.08403361344537816,0.02100840336134454,0.04201680672268908,0.04201680672268908,0.03361344537815126,0.029411764705882353,0.04201680672268908,0.07563025210084033,0.07142857142857142,0.008403361344537815,0.037815126050420166,0.36134453781512604,0.23949579831932774,0.13445378151260504,238,-0.5302521008403364
mk-go,mK-GO,548,561,,13,42000.0,,1,65.0,35.1557265227056,22.86704114887932,178.55278796594746,0.0004308588285618594,83.79,77.81,5.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,3.0,94.364,218,1719,16.562798222224725,50.875,38.047,48.938,95.85903669724769,4.352268573123477,54.59,0.9908256880733946,0.9541284403669725,0.05045871559633028,0.009174311926605505,0.045871559633027525,0.0963302752293578,0.05504587155963303,0.10550458715596331,0.045871559633027525,0.04128440366972477,0.06422018348623854,0.05045871559633028,0.045871559633027525,0.027522935779816515,0.05045871559633028,0.022935779816513763,0.03669724770642202,0.06422018348623854,0.06422018348623854,0.06880733944954129,0.009174311926605505,0.045871559633027525,0.37155963302752293,0.23394495412844038,0.1559633027522936,218,-0.5022935779816519
mkalama1,mKalama1,385,456,0.45,71,36000.0,16.2,1,66.0,87.23827997395772,0.20987648251687707,84.68728619271866,0.00042470449302834756,94.24666666666667,92.31,7.0,3.0,2.0,2.0,0.0,0.0,0.42857142857142855,0.2857142857142857,2.0,97.17999999999998,239,1885,17.707024830959302,55.718,46.593,52.078,94.62456066945606,9.275299255087342,45.06,0.9539748953974896,0.9121338912133892,0.03347280334728033,0.008368200836820083,0.07531380753138076,0.06276150627615062,0.0502092050209205,0.100418410041841,0.03347280334728033,0.04184100418410042,0.08368200836820083,0.0794979079497908,0.029288702928870293,0.0502092050209205,0.04184100418410042,0.03347280334728033,0.03765690376569038,0.04184100418410042,0.06276150627615062,0.09205020920502092,0.0041841004184100415,0.03765690376569038,0.3723849372384937,0.23430962343096234,0.12552301255230125,239,-0.46192468619246874
mkate2,mKate2,588,633,0.4,45,62500.0,25.0,1,64.0,31.52396593980803,29.011037719935814,-177.09435787711206,0.0003946768885046208,85.64333333333333,76.31,5.0,1.0,2.0,1.0,1.0,1.0,0.2,0.4,0.0,94.94,232,1830,17.445775159091863,58.531000000000006,36.36,61.282000000000004,94.24862068965517,8.583225410201607,30.84,0.9698275862068966,0.8663793103448276,0.05172413793103448,0.017241379310344827,0.04310344827586207,0.07758620689655173,0.04310344827586207,0.09913793103448276,0.03017241379310345,0.03879310344827586,0.08189655172413793,0.07758620689655173,0.03879310344827586,0.03879310344827586,0.04741379310344827,0.03017241379310345,0.04310344827586207,0.04310344827586207,0.08189655172413793,0.0603448275862069,0.008620689655172414,0.04741379310344827,0.36637931034482757,0.25862068965517243,0.12931034482758622,232,-0.4969827586206899
mkate,mKate,588,635,0.33,47,45000.0,14.85,1,63.0,21.84501560880318,30.184059032581438,-178.51921188875573,0.00016101922693495722,84.02,71.88,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,94.5625,231,1825,17.41294068798575,53.358999999999995,36.391000000000005,61.031,95.17558441558441,6.804093718132128,41.81,0.987012987012987,0.9004329004329005,0.04329004329004329,0.017316017316017316,0.04329004329004329,0.07792207792207792,0.04329004329004329,0.09956709956709957,0.030303030303030304,0.03896103896103896,0.08658008658008658,0.07792207792207792,0.04329004329004329,0.03896103896103896,0.047619047619047616,0.030303030303030304,0.03896103896103896,0.047619047619047616,0.07792207792207792,0.06060606060606061,0.008658008658008658,0.047619047619047616,0.36363636363636365,0.2597402597402597,0.12987012987012986,231,-0.5043290043290044
mkelly1,mKelly1,596,656,0.16,60,44000.0,7.04,1,62.0,18.615745628961484,27.553837483303507,158.7244505370306,0.0005230951106606855,85.35666666666667,78.94,4.0,1.0,2.0,0.0,1.0,1.0,0.25,0.5,-1.0,94.20250000000001,219,1733,16.542908752762017,46.828,36.64,51.281000000000006,95.8847488584475,4.61892397933569,56.97,0.9954337899543378,0.9406392694063926,0.0365296803652968,0.0182648401826484,0.0410958904109589,0.0776255707762557,0.045662100456621,0.1050228310502283,0.0228310502283105,0.0319634703196347,0.0867579908675799,0.0776255707762557,0.0365296803652968,0.0410958904109589,0.0547945205479452,0.0410958904109589,0.045662100456621,0.0228310502283105,0.0867579908675799,0.0776255707762557,0.0091324200913242,0.0410958904109589,0.3698630136986301,0.2511415525114155,0.1187214611872146,219,-0.5168949771689499
mkelly2,mKelly2,598,649,0.18,51,43000.0,7.74,1,62.0,44.07987046897983,16.9590440602335,78.95259952052787,0.0004991207468389141,83.83333333333333,77.12,5.0,2.0,2.0,0.0,1.0,1.0,0.4,0.4,-1.0,94.664,219,1736,16.53704635215032,48.093,36.828,51.562,96.08899543378995,4.331304853109829,57.03,0.9954337899543378,0.9497716894977168,0.0365296803652968,0.0182648401826484,0.0410958904109589,0.0867579908675799,0.045662100456621,0.1050228310502283,0.0228310502283105,0.0319634703196347,0.0821917808219178,0.0776255707762557,0.0365296803652968,0.0410958904109589,0.0547945205479452,0.0410958904109589,0.0410958904109589,0.0228310502283105,0.0867579908675799,0.0730593607305936,0.0091324200913242,0.045662100456621,0.365296803652968,0.2557077625570776,0.1232876712328767,219,-0.5356164383561646
mkikgr,mKikGR,505,515,0.69,10,49000.0,33.81,1,62.0,25.300147734821685,15.491623788338558,-171.94033432564325,0.00022055862470732592,90.39666666666666,87.38,7.0,2.0,3.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.0,95.40142857142857,232,1862,17.786381530728402,66.03200000000001,33.36,54.453,94.12314655172413,11.918078777099238,35.09,0.9482758620689655,0.9181034482758621,0.04741379310344827,0.008620689655172414,0.05603448275862069,0.08620689655172414,0.05172413793103448,0.09482758620689655,0.03017241379310345,0.04310344827586207,0.07758620689655173,0.04310344827586207,0.03879310344827586,0.03879310344827586,0.03879310344827586,0.021551724137931036,0.04310344827586207,0.05172413793103448,0.07327586206896551,0.07758620689655173,0.008620689655172414,0.06896551724137931,0.34913793103448276,0.2629310344827586,0.15948275862068967,232,-0.5831896551724141
mkillerorange,mKillerOrange,458,560,0.5,102,35000.0,17.5,0,,,,,,,,,,,,,,,,,,237,1850,18.266669090245024,66.781,49.484,48.422,94.68303797468354,9.200465639623882,37.78,0.9493670886075949,0.9156118143459916,0.05063291139240506,0.02531645569620253,0.08438818565400844,0.05063291139240506,0.07172995780590717,0.08438818565400844,0.05063291139240506,0.07172995780590717,0.0379746835443038,0.029535864978902954,0.0379746835443038,0.02531645569620253,0.06329113924050633,0.0379746835443038,0.046413502109704644,0.06329113924050633,0.08438818565400844,0.06329113924050633,0.008438818565400843,0.012658227848101266,0.39662447257383965,0.2489451476793249,0.14345991561181434,237,-0.35358649789029556
mko2,mKO2,551,565,0.62,14,63800.0,39.56,1,65.0,50.49397176934803,2.777365574369167,80.12454390353318,0.00027202040886236187,77.04333333333334,67.5,5.0,1.0,0.0,3.0,1.0,4.0,0.2,0.0,2.0,92.124,218,1717,16.565634145764328,50.172,39.25,50.343,95.58077981651377,4.816436102694163,53.66,0.9862385321100917,0.944954128440367,0.05045871559633028,0.009174311926605505,0.045871559633027525,0.0963302752293578,0.05045871559633028,0.10550458715596331,0.045871559633027525,0.04128440366972477,0.06422018348623854,0.045871559633027525,0.05045871559633028,0.027522935779816515,0.05045871559633028,0.027522935779816515,0.03669724770642202,0.06422018348623854,0.06422018348623854,0.06880733944954129,0.009174311926605505,0.045871559633027525,0.3669724770642202,0.23853211009174313,0.15137614678899083,218,-0.5399082568807344
mlemon,mLemon,514,526,0.74,12,125000.0,92.5,1,65.0,99.30849850837623,-6.097684269729923,75.50559215637966,0.00036104054246966335,89.20666666666666,84.19,7.0,3.0,3.0,1.0,0.0,1.0,0.42857142857142855,0.42857142857142855,1.0,96.73285714285716,238,1884,17.63516415261246,52.219,45.438,61.797,95.22046218487394,8.901324669891673,43.69,0.9621848739495799,0.9285714285714286,0.037815126050420166,0.008403361344537815,0.07142857142857142,0.06722689075630252,0.046218487394957986,0.10084033613445378,0.04201680672268908,0.046218487394957986,0.09243697478991597,0.08823529411764706,0.02100840336134454,0.046218487394957986,0.04201680672268908,0.03361344537815126,0.029411764705882353,0.046218487394957986,0.06302521008403361,0.06722689075630252,0.004201680672268907,0.046218487394957986,0.35294117647058826,0.24369747899159663,0.13865546218487396,238,-0.5605042016806723
mlumin,mLumin,587,621,0.46,34,70000.0,32.2,1,63.0,35.36571827021572,32.90050345931774,-175.05342943445356,0.00024846090332630817,88.54333333333334,83.19,6.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0,95.04,231,1824,17.313757666107026,61.906,34.858999999999995,53.047,94.72935064935066,6.6649828617964735,51.44,0.9826839826839827,0.8874458874458875,0.047619047619047616,0.017316017316017316,0.04329004329004329,0.07792207792207792,0.04329004329004329,0.09956709956709957,0.030303030303030304,0.03896103896103896,0.08658008658008658,0.07792207792207792,0.04329004329004329,0.03896103896103896,0.047619047619047616,0.030303030303030304,0.03896103896103896,0.04329004329004329,0.07792207792207792,0.06060606060606061,0.008658008658008658,0.047619047619047616,0.36796536796536794,0.2554112554112554,0.12987012987012986,231,-0.4930735930735933
mlychee,mLychee,568,596,0.5,28,80000.0,40.0,1,66.0,41.73258124893109,23.65554932875703,-176.02822479248675,0.0006497562623523827,80.60666666666667,68.25,4.0,2.0,1.0,0.0,1.0,1.0,0.5,0.25,-1.0,94.3275,234,1871,17.399757979056677,54.219,39.703,52.968999999999994,92.98555555555556,14.55358879842289,31.12,0.9273504273504274,0.9017094017094017,0.05128205128205128,0.0,0.05555555555555555,0.09401709401709402,0.05128205128205128,0.10683760683760683,0.029914529914529916,0.05555555555555555,0.09401709401709402,0.04700854700854701,0.03418803418803419,0.021367521367521368,0.05982905982905983,0.038461538461538464,0.042735042735042736,0.05982905982905983,0.03418803418803419,0.05982905982905983,0.01282051282051282,0.05128205128205128,0.3717948717948718,0.20512820512820512,0.1452991452991453,234,-0.6952991452991458
mmaple2,mMaple2,492,506,,14,,,1,71.0,12.515616810319623,21.815266248602427,-179.55873485085934,9.15197855301045e-05,86.04333333333334,77.44,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,95.585,237,1909,18.464979462666964,66.688,40.468999999999994,57.61,92.47379746835443,13.951201539573553,33.84,0.919831223628692,0.8818565400843882,0.0379746835443038,0.008438818565400843,0.07172995780590717,0.08016877637130802,0.05063291139240506,0.08016877637130802,0.03375527426160337,0.05907172995780591,0.10126582278481013,0.05063291139240506,0.04219409282700422,0.04219409282700422,0.046413502109704644,0.016877637130801686,0.0379746835443038,0.05063291139240506,0.05907172995780591,0.07172995780590717,0.008438818565400843,0.05063291139240506,0.3670886075949367,0.22784810126582278,0.14345991561181434,237,-0.6029535864978907
mmaple3,mMaple3,491,506,0.37,15,15760.0,5.83,1,71.0,21.496217890764502,20.73881475056853,-179.35214687321798,0.0004214840193980352,90.35333333333334,86.75,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,96.20833333333333,237,1913,17.66033559909502,52.45399999999999,39.0,61.467999999999996,92.40886075949366,13.231680208854371,40.19,0.9156118143459916,0.869198312236287,0.0379746835443038,0.008438818565400843,0.06329113924050633,0.0759493670886076,0.05063291139240506,0.08016877637130802,0.03375527426160337,0.05907172995780591,0.10970464135021098,0.05063291139240506,0.04219409282700422,0.04219409282700422,0.046413502109704644,0.016877637130801686,0.04219409282700422,0.05063291139240506,0.05907172995780591,0.07172995780590717,0.008438818565400843,0.05063291139240506,0.3670886075949367,0.22784810126582278,0.14345991561181434,237,-0.6105485232067512
mmaple,mMaple,489,505,0.74,16,15000.0,11.1,1,71.0,1.2972708881023383,20.159711425555724,179.02743686838622,0.0004543302980850156,79.60333333333334,65.06,6.0,2.0,3.0,0.0,1.0,1.0,0.3333333333333333,0.5,-1.0,94.28333333333335,237,1916,18.46662575029244,65.062,38.844,59.563,92.90337552742615,12.898269942467795,38.38,0.9240506329113924,0.8776371308016878,0.03375527426160337,0.008438818565400843,0.07172995780590717,0.08016877637130802,0.05063291139240506,0.08016877637130802,0.03375527426160337,0.06329113924050633,0.10126582278481013,0.05063291139240506,0.04219409282700422,0.0379746835443038,0.046413502109704644,0.016877637130801686,0.0379746835443038,0.05063291139240506,0.05907172995780591,0.07172995780590717,0.008438818565400843,0.05485232067510549,0.3670886075949367,0.22784810126582278,0.14767932489451477,237,-0.5822784810126587
mmaroon1,mMaroon1,609,657,0.11,48,80000.0,8.8,1,67.0,23.833747530427726,28.843749071586267,-173.50245041220293,0.0003264586893288077,84.58333333333333,72.69,4.0,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.0,95.5775,244,1945,18.182533803672722,60.342999999999996,37.781000000000006,55.765,92.52262295081965,12.581761083909837,29.91,0.9344262295081968,0.8524590163934426,0.045081967213114756,0.020491803278688523,0.04918032786885246,0.0860655737704918,0.040983606557377046,0.0942622950819672,0.028688524590163935,0.03278688524590164,0.07377049180327869,0.09016393442622951,0.02459016393442623,0.045081967213114756,0.05737704918032787,0.028688524590163935,0.045081967213114756,0.036885245901639344,0.08196721311475409,0.05327868852459016,0.012295081967213115,0.05327868852459016,0.35655737704918034,0.26639344262295084,0.13524590163934427,244,-0.6028688524590169
mmicy,mMiCy,470,496,0.7,26,22150.0,15.5,1,69.0,-94.61236892506369,33.078420458619,171.3620631815298,0.0001919663931405827,80.47666666666667,70.25,7.0,2.0,3.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.0,94.36285714285714,232,1832,17.248468275160995,54.719,45.703,48.359,93.32461206896551,9.036366603963877,38.56,0.9698275862068966,0.8706896551724138,0.04741379310344827,0.01293103448275862,0.03879310344827586,0.07327586206896551,0.05603448275862069,0.09482758620689655,0.034482758620689655,0.04310344827586207,0.08620689655172414,0.05603448275862069,0.034482758620689655,0.03017241379310345,0.05603448275862069,0.04741379310344827,0.034482758620689655,0.06896551724137931,0.0603448275862069,0.07327586206896551,0.008620689655172414,0.04310344827586207,0.375,0.2629310344827586,0.14224137931034483,232,-0.4995689655172419
